R11372	4.6.1.17	cyclic pyranopterin monophosphate synthase	4.6.1
R11373	1.14.13.224	violacein synthase	1.14.13
R11374	1.14.13.224	violacein synthase	1.14.13
R11380	1.1.3.49	(R)-mandelonitrile oxidase	1.1.3
R11381	1.1.3.-		1.1.3
R11382	1.14.13.222	aurachin C monooxygenase/isomerase	1.14.13
R11383	1.14.13.222	aurachin C monooxygenase/isomerase	1.14.13
R11384	1.14.13.222	aurachin C monooxygenase/isomerase	1.14.13
R11385	1.14.13.222	aurachin C monooxygenase/isomerase	1.14.13
R11386	1.14.13.222	aurachin C monooxygenase/isomerase	1.14.13
R11388	2.1.1.-		2.1.1
R11391	5.4.3.-		5.4.3
R11394	1.1.3.48	3-deoxy-alpha-D-manno-octulosonate 8-oxidase	1.1.3
R11395	2.6.1.109	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase	2.6.1
R11396	2.7.7.90	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase	2.7.7
R11397	2.4.1.340	1,2-beta-oligomannan phosphorylase	2.4.1
R11398	2.4.1.339	beta-1,2-mannobiose phosphorylase	2.4.1
R11401	1.17.8.1	hydroxysqualene dehydroxylase	1.17.8
R11402	2.7.7.91	valienol-1-phosphate guanylyltransferase	2.7.7
R11403	1.14.14.30	isobutylamine N-monooxygenase	1.14.14
R11404	1.14.14.30	isobutylamine N-monooxygenase	1.14.14
R11406	2.7.1.214	C7-cyclitol 7-kinase	2.7.1
R11408	4.2.1.166	phosphinomethylmalate isomerase	4.2.1
R11409	4.2.1.168	GDP-4-dehydro-6-deoxy-alpha-D-mannose 3-dehydratase	4.2.1
R11410	4.2.3.156	hydroxysqualene synthase	4.2.3
R11411	4.4.1.34	isoprene-epoxide---glutathione S-transferase	4.4.1
R11417	2.4.1.-		2.4.1
R11418	2.4.1.-		2.4.1
R11420	2.4.2.-		2.4.2
R11421	2.4.2.-		2.4.2
R11422	2.4.1.-		2.4.1
R11423	2.4.1.-		2.4.1
R11426	1.3.1.112	anthocyanidin reductase [(2S)-flavan-3-ol-forming]	1.3.1
R11427	1.3.1.112	anthocyanidin reductase [(2S)-flavan-3-ol-forming]	1.3.1
R11439	2.5.1.132	3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphate synthase	2.5.1
R11440	3.1.3.103	3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphatase	3.1.3
R11441	2.7.7.92	3-deoxy-D-glycero-D-galacto-nonulopyranosonate cytidylyltransferase	2.7.7
R11442	1.14.14.37	4-hydroxyphenylacetaldehyde oxime monooxygenase	1.14.14
R11446	1.14.13.228	jasmonic acid 12-hydroxylase	1.14.13
R11447	1.14.13.229	tert-butyl alcohol monooxygenase	1.14.13
R11448	1.14.13.230	butane monooxygenase (soluble)	1.14.13
R11449	1.14.13.231	tetracycline 11a-monooxygenase	1.14.13
R11452	2.1.1.324	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase	2.1.1
R11453	2.1.1.324	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase	2.1.1
R11454	1.14.14.33	ethylenediaminetetraacetate monooxygenase	1.14.14
R11455	1.14.14.33	ethylenediaminetetraacetate monooxygenase	1.14.14
R11456	1.14.14.33	ethylenediaminetetraacetate monooxygenase	1.14.14
R11457	1.14.14.35	dimethylsulfone monooxygenase	1.14.14
R11460	2.7.1.209	L-erythrulose 1-kinase	2.7.1
R11461	2.7.1.210	D-erythrulose 4-kinase	2.7.1
R11462	2.8.3.24	(R)-2-hydroxy-4-methylpentanoate CoA-transferase	2.8.3
R11463	3.3.2.15	trans-2,3-dihydro-3-hydroxyanthranilic acid synthase	3.3.2
R11465	2.1.1.-		2.1.1
R11466	2.1.1.-		2.1.1
R11469	2.1.1.-		2.1.1
R11471	1.1.1.-		1.1.1
R11472	1.1.1.-		1.1.1
R11473	4.2.1.-		4.2.1
R11474	1.1.1.-		1.1.1
R11475	2.6.1.-		2.6.1
R11476	2.1.1.-		2.1.1
R11477	1.14.19.48	tert-amyl alcohol desaturase	1.14.19
R11478	1.14.19.49	tetracycline 7-halogenase	1.14.19
R11479	2.3.1.280	(aminoalkyl)phosphonate N-acetyltransferase	2.3.1
R11486	1.5.3.23	glyphosate oxidoreductase	1.5.3
R11489	1.10.3.16	dihydrophenazinedicarboxylate synthase	1.10.3
R11490	1.10.3.16	dihydrophenazinedicarboxylate synthase	1.10.3
R11491	1.10.3.16	dihydrophenazinedicarboxylate synthase	1.10.3
R11492	1.10.3.16	dihydrophenazinedicarboxylate synthase	1.10.3
R11494	1.21.98.3	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	1.21.98
R11495	1.17.3.4	juglone 3-hydroxylase	1.17.3
R11496	1.17.3.4	juglone 3-hydroxylase	1.17.3
R11497	2.5.1.135	validamine 7-phosphate valienyltransferase	2.5.1
R11500	1.1.1.219	dihydroflavonol 4-reductase	1.1.1
R11501	1.11.1.14	lignin peroxidase	1.11.1
R11502	1.11.1.14	lignin peroxidase	1.11.1
R11503	1.11.1.16	versatile peroxidase	1.11.1
R11504	1.6.3.5	renalase	1.6.3
R11505	1.6.3.5	renalase	1.6.3
R11507	2.1.1.331	bacteriochlorophyllide d C-121-methyltransferase	2.1.1
R11508	2.1.1.332	bacteriochlorophyllide d C-82-methyltransferase	2.1.1
R11509	2.1.1.332	bacteriochlorophyllide d C-82-methyltransferase	2.1.1
R11510	4.2.1.169	3-vinyl bacteriochlorophyllide d 31-hydratase	4.2.1
R11511	4.2.1.169	3-vinyl bacteriochlorophyllide d 31-hydratase	4.2.1
R11512	4.2.1.169	3-vinyl bacteriochlorophyllide d 31-hydratase	4.2.1
R11513	4.2.1.169	3-vinyl bacteriochlorophyllide d 31-hydratase	4.2.1
R11514	2.5.1.133	bacteriochlorophyll a synthase	2.5.1
R11517	2.5.1.133	bacteriochlorophyll a synthase	2.5.1
R11518	1.3.1.111	geranylgeranyl-bacteriochlorophyllide a reductase	1.3.1
R11520	2.1.1.335	4-amino-anhydrotetracycline N4-methyltransferase	2.1.1
R11521	2.1.1.335	4-amino-anhydrotetracycline N4-methyltransferase	2.1.1
R11522	1.3.98.5	hydrogen peroxide-dependent heme synthase	1.3.98
R11525	1.14.13.231	tetracycline 11a-monooxygenase	1.14.13
R11526	1.14.13.231	tetracycline 11a-monooxygenase	1.14.13
R11530	2.4.1.342	alpha-maltose-1-phosphate synthase	2.4.1
R11532	3.5.99.11	2-aminomuconate deaminase (2-hydroxymuconate-forming)	3.5.99
R11533	2.1.1.327	phenazine-1-carboxylate N-methyltransferase	2.1.1
R11534	2.1.1.328	N-demethylindolmycin N-methyltransferase	2.1.1
R11535	2.7.1.212	alpha-D-ribose-1-phosphate 5-kinase (ADP)	2.7.1
R11536	2.7.1.215	erythritol kinase (D-erythritol 1-phosphate-forming)	2.7.1
R11537	6.2.1.51	4-hydroxyphenylalkanoate adenylyltransferase FadD29	6.2.1
R11538	6.2.1.51	4-hydroxyphenylalkanoate adenylyltransferase FadD29	6.2.1
R11539	2.8.3.25	bile acid CoA-transferase	2.8.3
R11541	3.1.1.102	mono(ethylene terephthalate) hydrolase	3.1.1
R11542	3.1.2.32	2-aminobenzoylacetyl-CoA thioesterase	3.1.2
R11544	3.2.1.197	beta-1,2-mannosidase	3.2.1
R11545	2.1.1.330	5'-demethylyatein 5'-O-methyltransferase	2.1.1
R11546	2.1.1.334	methanethiol S-methyltransferase	2.1.1
R11549	1.14.11.61	feruloyl-CoA 6-hydroxylase	1.14.11
R11551	3.6.1.68	geranyl diphosphate phosphohydrolase	3.6.1
R11553	2.7.7.96	ADP-D-ribose pyrophosphorylase	2.7.7
R11554	2.7.7.97	3-hydroxy-4-methylanthranilate adenylyltransferase	2.7.7
R11558	2.7.8.44	teichoic acid glycerol-phosphate primase	2.7.8
R11561	3.5.1.123	gamma-glutamylanilide hydrolase	3.5.1
R11565	4.2.1.106	bile-acid 7alpha-dehydratase	4.2.1
R11566	4.2.1.106	bile-acid 7alpha-dehydratase	4.2.1
R11578	1.14.13.218	5-methylphenazine-1-carboxylate 1-monooxygenase	1.14.13
R11581	2.7.7.77	molybdenum cofactor guanylyltransferase	2.7.7
R11582	2.7.7.76	molybdenum cofactor cytidylyltransferase	2.7.7
R11584	2.3.1.156	phloroisovalerophenone synthase	2.3.1
R11585	1.1.1.404	tetrachlorobenzoquinone reductase	1.1.1
R11588	2.3.1.262	anthraniloyl-CoA anthraniloyltransferase	2.3.1
R11590	2.3.1.230	2-heptyl-4(1H)-quinolone synthase	2.3.1
R11593	1.1.99.40	(R)-2-hydroxyglutarate---pyruvate transhydrogenase	1.1.99
R11594	1.14.11.56	L-proline cis-4-hydroxylase	1.14.11
R11595	2.1.1.337	reticuline N-methyltransferase	2.1.1
R11599	2.4.1.343	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase	2.4.1
R11602	2.5.1.138	coumarin 8-geranyltransferase	2.5.1
R11603	2.5.1.138	coumarin 8-geranyltransferase	2.5.1
R11604	1.4.3.25	L-arginine oxidase	1.4.3
R11607	2.6.1.111	3-aminobutanoyl-CoA transaminase	2.6.1
R11608	6.2.1.50	4-hydroxybenzoate adenylyltransferase FadD22	6.2.1
R11612	2.7.8.45	teichoic acid glycerol-phosphate transferase	2.7.8
R11613	2.7.8.46	teichoic acid ribitol-phosphate primase	2.7.8
R11617	3.5.1.126	oxamate amidohydrolase	3.5.1
R11619	3.5.4.46	cAMP deaminase	3.5.4
R11620	1.1.3.41	alditol oxidase	1.1.3
R11623	5.1.3.40	D-tagatose 6-phosphate 4-epimerase	5.1.3
R11624	5.1.2.7	tagaturonate epimerase	5.1.2
R11625	4.2.1.171	cis-L-3-hydroxyproline dehydratase	4.2.1
R11626	4.99.1.11	sirohydrochlorin nickelchelatase	4.99.1
R11627	6.3.5.12	Ni-sirohydrochlorin a,c-diamide synthase	6.3.5
R11629	6.4.1.9	coenzyme F430 synthetase	6.4.1
R11630	5.1.1.22	4-hydroxyproline betaine 2-epimerase	5.1.1
R11631	5.1.1.22	4-hydroxyproline betaine 2-epimerase	5.1.1
R11632	6.2.1.48	carnitine---CoA ligase	6.2.1
R11633	1.1.98.6	ribonucleoside-triphosphate reductase (formate)	1.1.98
R11634	1.1.98.6	ribonucleoside-triphosphate reductase (formate)	1.1.98
R11635	1.1.98.6	ribonucleoside-triphosphate reductase (formate)	1.1.98
R11636	1.1.98.6	ribonucleoside-triphosphate reductase (formate)	1.1.98
R11637	1.1.1.406	galactitol 2-dehydrogenase (L-tagatose-forming)	1.1.1
R11638	1.1.1.407	D-altritol 5-dehydrogenase	1.1.1
R11639	1.14.14.41	(E)-2-methylbutanal oxime monooxygenase	1.14.14
R11641	1.14.14.41	(E)-2-methylbutanal oxime monooxygenase	1.14.14
R11653	1.14.14.20	phenol 2-monooxygenase (FADH2)	1.14.14
R11655	1.5.1.51	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase	1.5.1
R11659	1.8.5.7	glutathionyl-hydroquinone reductase	1.8.5
R11670	2.1.1.-		2.1.1
R11677	1.2.1.97	3-sulfolactaldehyde dehydrogenase	1.2.1
R11678	1.2.1.97	3-sulfolactaldehyde dehydrogenase	1.2.1
R11679	1.2.1.95	L-2-aminoadipate reductase	1.2.1
R11681	2.1.1.-		2.1.1
R11682	3.2.1.-		3.2.1
R11685	2.1.1.-		2.1.1
R11686	2.1.1.-		2.1.1
R11689	2.3.1.285	(13S,14R)-1,13-dihydroxy-N-methylcanadine 13-O-acetyltransferase	2.3.1
R11692	2.1.1.352	3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase	2.1.1
R11693	3.1.1.105	3-O-acetylpapaveroxine carboxylesterase	3.1.1
R11694	3.1.1.105	3-O-acetylpapaveroxine carboxylesterase	3.1.1
R11696	1.1.1.415	noscapine synthase	1.1.1
R11697	2.1.1.340	3-aminomethylindole N-methyltransferase	2.1.1
R11698	2.1.1.340	3-aminomethylindole N-methyltransferase	2.1.1
R11699	2.1.1.340	3-aminomethylindole N-methyltransferase	2.1.1
R11701	2.3.1.264	beta-lysine N6-acetyltransferase	2.3.1
R11705	2.5.1.140	N-(2-amino-2-carboxyethyl)-L-glutamate synthase	2.5.1
R11706	2.7.1.217	3-dehydrotetronate 4-kinase	2.7.1
R11707	2.7.1.217	3-dehydrotetronate 4-kinase	2.7.1
R11708	2.3.3.19	2-phosphonomethylmalate synthase	2.3.3
R11711	1.14.14.47	nitric-oxide synthase (flavodoxin)	1.14.14
R11712	1.14.14.47	nitric-oxide synthase (flavodoxin)	1.14.14
R11713	1.14.14.47	nitric-oxide synthase (flavodoxin)	1.14.14
R11716	4.1.1.104	3-dehydro-4-phosphotetronate decarboxylase	4.1.1
R11717	4.1.1.104	3-dehydro-4-phosphotetronate decarboxylase	4.1.1
R11718	4.1.2.59	dihydroneopterin phosphate aldolase	4.1.2
R11719	4.1.2.60	dihydroneopterin triphosphate aldolase	4.1.2
R11720	5.1.3.41	fructoselysine 3-epimerase	5.1.3
R11721	5.3.1.35	2-dehydrotetronate isomerase	5.3.1
R11722	5.3.1.35	2-dehydrotetronate isomerase	5.3.1
R11723	6.3.2.50	tenuazonic acid synthetase	6.3.2
R11724	1.1.1.408	4-phospho-D-threonate 3-dehydrogenase	1.1.1
R11726	1.1.1.409	4-phospho-D-erythronate 3-dehydrogenase	1.1.1
R11730	1.14.13.235	indole-3-acetate monooxygenase	1.14.13
R11731	2.1.1.-		2.1.1
R11736	1.14.14.45	aromatic aldoxime N-monooxygenase	1.14.14
R11739	1.14.14.45	aromatic aldoxime N-monooxygenase	1.14.14
R11744	1.7.1.16	nitrobenzene nitroreductase	1.7.1
R11748	1.3.3.8	tetrahydroberberine oxidase	1.3.3
R11749	4.1.1.113	trans-aconitate decarboxylase	4.1.1
R11751	1.4.1.-		1.4.1
R11762	1.1.1.153	sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)	1.1.1
R11763	1.1.1.153	sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)	1.1.1
R11763	1.1.1.213	3alpha-hydroxysteroid 3-dehydrogenase (Re-specific)	1.1.1
R11764	1.1.1.21	aldose reductase	1.1.1
R11765	1.5.1.3	dihydrofolate reductase	1.5.1
R11765	1.5.1.33	pteridine reductase	1.5.1
R11768	1.2.1.-		1.2.1
R11770	1.1.1.-		1.1.1
R11771	3.7.1.-		3.7.1
R11772	5.1.-.-		5.1.-
R11773	2.8.3.-		2.8.3
R11778	2.1.1.343	8-amino-8-demethylriboflavin N,N-dimethyltransferase	2.1.1
R11779	2.1.1.343	8-amino-8-demethylriboflavin N,N-dimethyltransferase	2.1.1
R11780	2.1.1.343	8-amino-8-demethylriboflavin N,N-dimethyltransferase	2.1.1
R11783	2.4.1.347	alpha,alpha-trehalose-phosphate synthase (ADP-forming)	2.4.1
R11784	2.7.1.219	D-threonate 4-kinase	2.7.1
R11785	3.1.3.105	N-acetyl-D-muramate 6-phosphate phosphatase	3.1.3
R11787	3.1.7.12	(+)-kolavelool synthase	3.1.7
R11788	3.2.1.204	1,3-alpha-isomaltosidase	3.2.1
R11789	3.2.1.204	1,3-alpha-isomaltosidase	3.2.1
R11790	3.2.1.204	1,3-alpha-isomaltosidase	3.2.1
R11791	3.2.1.205	isomaltose glucohydrolase	3.2.1
R11793	3.4.19.16	glucosinolate gamma-glutamyl hydrolase	3.4.19
R11794	3.4.19.16	glucosinolate gamma-glutamyl hydrolase	3.4.19
R11795	3.4.19.16	glucosinolate gamma-glutamyl hydrolase	3.4.19
R11796	2.8.2.39	hydroxyjasmonate sulfotransferase	2.8.2
R11797	2.1.1.344	ornithine lipid N-methyltransferase	2.1.1
R11803	2.7.1.220	D-erythronate 4-kinase	2.7.1
R11805	1.14.13.238	dimethylamine monooxygenase	1.14.13
R11818	1.17.1.11	formate dehydrogenase (NAD+, ferredoxin)	1.17.1
R11819	4.2.1.172	trans-4-hydroxy-L-proline dehydratase	4.2.1
R11820	4.2.1.173	ent-8alpha-hydroxylabd-13-en-15-yl diphosphate synthase	4.2.1
R11821	4.2.1.174	peregrinol diphosphate synthase	4.2.1
R11822	4.2.3.157	(+)-isoafricanol synthase	4.2.3
R11823	4.2.3.158	(-)-spiroviolene synthase	4.2.3
R11824	4.2.3.159	tsukubadiene synthase	4.2.3
R11825	4.2.3.160	(2S,3R,6S,9S)-(-)-protoillud-7-ene synthase	4.2.3
R11826	4.2.3.161	(3S)-(+)-asterisca-2(9),6-diene synthase	4.2.3
R11828	4.2.3.163	(+)-corvol ether B synthase	4.2.3
R11829	4.2.3.164	(+)-eremophilene synthase	4.2.3
R11830	4.2.3.165	(1R,4R,5S)-(-)-guaia-6,10(14)-diene synthase	4.2.3
R11831	4.2.3.166	(+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-ol synthase	4.2.3
R11832	4.2.3.167	dolabella-3,7-dien-18-ol synthase	4.2.3
R11833	4.2.3.168	dolathalia-3,7,11-triene synthase	4.2.3
R11834	4.2.3.169	7-epi-alpha-eudesmol synthase	4.2.3
R11835	4.2.3.170	4-epi-cubebol synthase	4.2.3
R11836	4.2.3.171	(+)-corvol ether A synthase	4.2.3
R11837	4.2.3.172	10-epi-juneol synthase	4.2.3
R11838	4.2.3.173	tau-cadinol synthase	4.2.3
R11839	4.2.3.174	(2E,6E)-hedycaryol synthase	4.2.3
R11840	4.2.3.175	10-epi-cubebol synthase	4.2.3
R11841	4.2.3.176	sesterfisherol synthase	4.2.3
R11842	4.2.3.177	beta-thujene synthase	4.2.3
R11843	4.2.3.178	stellata-2,6,19-triene synthase	4.2.3
R11844	4.2.3.179	guaia-4,6-diene synthase	4.2.3
R11845	4.2.3.180	pseudolaratriene synthase	4.2.3
R11846	4.2.3.181	selina-4(15),7(11)-diene synthase	4.2.3
R11847	4.2.3.182	pristinol synthase	4.2.3
R11848	4.2.3.183	nezukol synthase	4.2.3
R11849	4.2.3.184	5-hydroxy-alpha-gurjunene synthase	4.2.3
R11850	4.2.3.185	ent-atiserene synthase	4.2.3
R11851	4.2.3.186	ent-13-epi-manoyl oxide synthase	4.2.3
R11852	4.2.3.187	(2Z,6E)-hedycaryol synthase	4.2.3
R11853	4.2.3.188	beta-geranylfarnesene synthase	4.2.3
R11854	4.2.3.188	beta-geranylfarnesene synthase	4.2.3
R11855	4.2.3.188	beta-geranylfarnesene synthase	4.2.3
R11856	4.2.3.189	9,13-epoxylabd-14-ene synthase	4.2.3
R11857	4.2.3.190	manoyl oxide synthase	4.2.3
R11858	4.2.3.191	cycloaraneosene synthase	4.2.3
R11859	4.2.3.192	labda-7,13(16),14-triene synthase	4.2.3
R11860	4.2.3.193	(12E)-labda-8(17),12,14-triene synthase	4.2.3
R11861	4.3.2.7	glutathione-specific gamma-glutamylcyclotransferase	4.3.2
R11862	4.3.2.8	gamma-glutamylamine cyclotransferase	4.3.2
R11864	4.4.1.36	hercynylcysteine S-oxide lyase	4.4.1
R11866	5.4.4.8	linalool isomerase	5.4.4
R11867	5.4.99.65	pre-alpha-onocerin synthase	5.4.99
R11868	5.4.99.66	alpha-onocerin synthase	5.4.99
R11869	5.5.1.28	(-)-kolavenyl diphosphate synthase	5.5.1
R11870	5.5.1.29	(+)-kolavenyl diphosphate synthase	5.5.1
R11871	5.5.1.30	labda-7,13-dienyl diphosphate synthase	5.5.1
R11874	1.5.98.3	coenzyme F420:methanophenazine dehydrogenase	1.5.98
R11875	1.14.13.239	carnitine monooxygenase	1.14.13
R11876	1.8.1.20	4,4'-dithiodibutanoate disulfide reductase	1.8.1
R11877	1.1.1.348	(3R)-2'-hydroxyisoflavanone reductase	1.1.1
R11880	1.16.3.3	manganese oxidase	1.16.3
R11881	1.16.3.3	manganese oxidase	1.16.3
R11882	1.16.3.3	manganese oxidase	1.16.3
R11885	7.1.1.7	quinol oxidase (electrogenic, proton-motive force generating)	7.1.1
R11887	2.8.2.38	aliphatic desulfoglucosinolate sulfotransferase	2.8.2
R11888	2.8.2.38	aliphatic desulfoglucosinolate sulfotransferase	2.8.2
R11889	3.5.1.105	chitin disaccharide deacetylase	3.5.1
R11891	2.7.4.14	UMP/CMP kinase	2.7.4
R11892	2.7.4.14	UMP/CMP kinase	2.7.4
R11894	2.7.4.6	nucleoside-diphosphate kinase	2.7.4
R11895	2.7.4.6	nucleoside-diphosphate kinase	2.7.4
R11896	3.6.1.23	dUTP diphosphatase	3.6.1
R11897	4.4.1.23	2-hydroxypropyl-CoM lyase	4.4.1
R11899	4.4.1.23	2-hydroxypropyl-CoM lyase	4.4.1
R11901	1.14.13.69	alkene monooxygenase	1.14.13
R11902	2.3.1.5	arylamine N-acetyltransferase	2.3.1
R11903	3.5.1.-		3.5.1
R11906	1.11.1.21	catalase-peroxidase	1.11.1
R11906	1.11.2.2	myeloperoxidase	1.11.2
R11911	1.14.13.239	carnitine monooxygenase	1.14.13
R11916	4.1.1.107	3,4-dihydroxyphenylacetaldehyde synthase	4.1.1
R11917	4.1.1.108	4-hydroxyphenylacetaldehyde synthase	4.1.1
R11918	4.1.1.109	phenylacetaldehyde synthase	4.1.1
R11920	4.2.3.195	rhizathalene A synthase	4.2.3
R11921	4.99.1.12	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase	4.99.1
R11926	6.2.1.52	L-firefly luciferin---CoA ligase	6.2.1
R11930	3.3.2.9	microsomal epoxide hydrolase	3.3.2
R11932	4.1.1.105	L-tryptophan decarboxylase	4.1.1
R11933	2.7.1.222	4-hydroxytryptamine kinase	2.7.1
R11934	2.1.1.345	psilocybin synthase	2.1.1
R11935	2.1.1.345	psilocybin synthase	2.1.1
R11936	2.1.1.345	psilocybin synthase	2.1.1
R11937	2.4.1.348	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase	2.4.1
R11938	2.4.1.349	mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase	2.4.1
R11939	2.4.1.350	mogroside IE synthase	2.4.1
R11940	2.5.1.142	nerylneryl diphosphate synthase	2.5.1
R11941	2.7.3.13	glutamine kinase	2.7.3
R11942	3.2.1.206	oleuropein beta-glucosidase	3.2.1
R11946	1.13.11.18	persulfide dioxygenase	1.13.11
R11947	1.13.11.18	persulfide dioxygenase	1.13.11
R11954	2.1.1.347	(+)-O-methylkolavelool synthase	2.1.1
R11955	2.1.5.1	sesamin methylene transferase	2.1.5
R11956	2.1.5.1	sesamin methylene transferase	2.1.5
R11957	2.3.1.268	ethanol O-acetyltransferase	2.3.1
R11958	2.3.3.20	acyl-CoA:acyl-CoA alkyltransferase	2.3.3
R11959	2.4.1.352	glucosylglycerate phosphorylase	2.4.1
R11961	2.6.1.114	8-demethyl-8-aminoriboflavin-5'-phosphate synthase	2.6.1
R11964	2.7.9.6	rifampicin phosphotransferase	2.7.9
R11991	1.14.20.4	anthocyanidin synthase	1.14.20
R11992	1.14.20.4	anthocyanidin synthase	1.14.20
R11993	1.14.20.4	anthocyanidin synthase	1.14.20
R11996	1.1.3.2	L-lactate oxidase	1.1.3
R12000	4.1.1.111	siroheme decarboxylase	4.1.1
R12002	1.3.98.6	AdoMet-dependent heme synthase	1.3.98
R12003	5.3.3.22	lutein isomerase	5.3.3
R12004	5.5.1.31	hapalindole H synthase	5.5.1
R12005	5.5.1.32	12-epi-hapalindole U synthase	5.5.1
R12006	5.5.1.33	12-epi-fischerindole U synthase	5.5.1
R12012	2.4.1.353	sordaricin 6-deoxyaltrosyltransferase	2.4.1
R12013	1.14.19.55	4-hydroxybenzoate brominase (decarboxylating)	1.14.19
R12014	2.4.1.355	poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase	2.4.1
R12015	1.14.19.55	4-hydroxybenzoate brominase (decarboxylating)	1.14.19
R12016	1.14.19.55	4-hydroxybenzoate brominase (decarboxylating)	1.14.19
R12017	2.5.1.143	pyridinium-3,5-biscarboxylic acid mononucleotide synthase	2.5.1
R12018	1.14.19.55	4-hydroxybenzoate brominase (decarboxylating)	1.14.19
R12019	1.14.19.55	4-hydroxybenzoate brominase (decarboxylating)	1.14.19
R12020	1.14.19.55	4-hydroxybenzoate brominase (decarboxylating)	1.14.19
R12024	3.5.1.128	deaminated glutathione amidase	3.5.1
R12025	1.3.1.-		1.3.1
R12026	2.4.2.59	sulfide-dependent adenosine diphosphate thiazole synthase	2.4.2
R12031	1.14.19.58	tryptophan 5-halogenase	1.14.19
R12032	1.14.19.59	tryptophan 6-halogenase	1.14.19
R12033	1.14.19.59	tryptophan 6-halogenase	1.14.19
R12034	1.14.19.60	7-chloro-L-tryptophan 6-halogenase	1.14.19
R12035	1.7.1.17	FMN-dependent NADH-azoreductase	1.7.1
R12046	2.4.1.159	flavonol-3-O-glucoside L-rhamnosyltransferase	2.4.1
R12047	2.4.1.-		2.4.1
R12048	1.14.19.-		1.14.19
R12049	2.3.1.-		2.3.1
R12050	2.5.1.-		2.5.1
R12051	1.14.13.-		1.14.13
R12052	1.14.13.-		1.14.13
R12053	1.14.13.-		1.14.13
R12055	2.6.1.-		2.6.1
R12056	6.2.1.53	L-proline---[L-prolyl-carrier protein] ligase	6.2.1
R12059	4.4.1.37	pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase	4.4.1
R12063	4.4.1.37	pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase	4.4.1
R12076	1.14.20.10	L-tyrosine isonitrile desaturase/decarboxylase	1.14.20
R12081	1.14.20.9	L-tyrosine isonitrile desaturase	1.14.20
R12082	1.14.20.11	3-[(Z)-2-isocyanoethenyl]-1H-indole synthase	1.14.20
R12083	1.14.20.12	3-[(E)-2-isocyanoethenyl]-1H-indole synthase	1.14.20
R12084	1.18.6.2	vanadium-dependent nitrogenase	1.18.6
R12085	2.3.1.271	L-glutamate-5-semialdehyde N-acetyltransferase	2.3.1
R12087	2.3.1.272	2-acetylphloroglucinol acetyltransferase	2.3.1
R12088	2.4.1.357	phlorizin synthase	2.4.1
R12089	2.5.1.146	3-geranyl-3-[(Z)-2-isocyanoethenyl]indole synthase	2.5.1
R12090	1.3.1.100	chanoclavine-I aldehyde reductase	1.3.1
R12092	2.8.5.1	S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent)	2.8.5
R12095	3.2.1.170	mannosylglycerate hydrolase	3.2.1
R12098	3.13.1.8	S-adenosyl-L-methionine hydrolase (adenosine-forming)	3.13.1
R12101	1.21.3.7	tetrahydrocannabinolic acid synthase	1.21.3
R12105	1.3.1.114	3-dehydro-bile acid Delta4,6-reductase	1.3.1
R12106	1.3.1.114	3-dehydro-bile acid Delta4,6-reductase	1.3.1
R12107	1.3.1.114	3-dehydro-bile acid Delta4,6-reductase	1.3.1
R12108	1.3.1.114	3-dehydro-bile acid Delta4,6-reductase	1.3.1
R12109	1.3.1.115	3-oxocholoyl-CoA 4-desaturase	1.3.1
R12110	1.3.1.115	3-oxocholoyl-CoA 4-desaturase	1.3.1
R12112	1.3.1.117	hydroxycinnamoyl-CoA reductase	1.3.1
R12113	1.3.1.117	hydroxycinnamoyl-CoA reductase	1.3.1
R12114	3.1.3.-		3.1.3
R12117	2.3.1.74	chalcone synthase	2.3.1
R12125	3.1.3.-		3.1.3
R12132	1.14.14.150	costunolide synthase	1.14.14
R12141	1.3.1.-		1.3.1
R12146	1.1.1.414	L-galactonate 5-dehydrogenase	1.1.1
R12147	1.13.11.86	5-aminosalicylate 1,2-dioxygenase	1.13.11
R12149	1.14.14.155	3,6-diketocamphane 1,2-monooxygenase	1.14.14
R12150	4.1.99.24	L-tyrosine isonitrile synthase	4.1.99
